,Location,Total_2007,MultiFamily(2)_2007,MultiFamily(3to4)_2007,MultiFamily(5)_2007,MultiFamily(all)_2007,SingleFamily_2007,Total_2008,MultiFamily(2)_2008,MultiFamily(3to4)_2008,MultiFamily(5)_2008,MultiFamily(all)_2008,SingleFamily_2008,Total_2009,MultiFamily(2)_2009,MultiFamily(3to4)_2009,MultiFamily(5)_2009,MultiFamily(all)_2009,SingleFamily_2009,Total_2010,MultiFamily(2)_2010,MultiFamily(3to4)_2010,MultiFamily(5)_2010,MultiFamily(all)_2010,SingleFamily_2010,Total_2011,MultiFamily(2)_2011,MultiFamily(3to4)_2011,MultiFamily(5)_2011,MultiFamily(all)_2011,SingleFamily_2011,Total_2012,MultiFamily(2)_2012,MultiFamily(3to4)_2012,MultiFamily(5)_2012,MultiFamily(all)_2012,SingleFamily_2012,Total_2013,MultiFamily(2)_2013,MultiFamily(3to4)_2013,MultiFamily(5)_2013,MultiFamily(all)_2013,SingleFamily_2013
207,Ione,48.0,0.0,0.0,0.0,0.0,48.0,21.0,0.0,0.0,0.0,0.0,21.0,32.0,0.0,0.0,0.0,0.0,32.0,9.0,0.0,0.0,0.0,0.0,9.0,61.0,0.0,0.0,0.0,0.0,61.0,103.0,0.0,0.0,0.0,0.0,103.0,1.0,0.0,0.0,0.0,0.0,1.0
208,Irvine,2689.0,12.0,35.0,2413.0,2460.0,229.0,1114.0,6.0,0.0,983.0,989.0,125.0,356.0,26.0,58.0,84.0,168.0,188.0,1754.0,28.0,201.0,884.0,1113.0,641.0,2633.0,16.0,14.0,1746.0,1776.0,857.0,2591.0,214.0,6.0,1428.0,1648.0,943.0,4690.0,28.0,151.0,2903.0,3082.0,1608.0
209,Irwindale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
210,Isleton,18.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Jackson,7.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Jurupa Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
213,Kerman,84.0,0.0,0.0,0.0,0.0,84.0,31.0,0.0,0.0,0.0,0.0,31.0,73.0,0.0,0.0,21.0,21.0,52.0,66.0,18.0,0.0,0.0,18.0,48.0,112.0,0.0,0.0,112.0,112.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0
214,Kern County Unincorporated Area,1187.0,184.0,66.0,81.0,331.0,856.0,742.0,26.0,120.0,234.0,380.0,362.0,462.0,8.0,7.0,88.0,103.0,359.0,326.0,20.0,24.0,73.0,117.0,209.0,290.0,20.0,0.0,113.0,133.0,157.0,399.0,18.0,0.0,146.0,164.0,235.0,451.0,66.0,3.0,0.0,69.0,382.0
215,King City,46.0,4.0,0.0,16.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,56.0,56.0,6.0
216,Kings County Unincorporated Area,54.0,0.0,0.0,0.0,0.0,54.0,29.0,0.0,0.0,0.0,0.0,29.0,20.0,0.0,0.0,0.0,0.0,20.0,43.0,0.0,0.0,20.0,20.0,23.0,20.0,0.0,0.0,0.0,0.0,20.0,21.0,0.0,0.0,0.0,0.0,21.0,17.0,0.0,0.0,0.0,0.0,17.0
217,Kingsburg,9.0,0.0,0.0,0.0,0.0,9.0,73.0,0.0,0.0,0.0,0.0,73.0,9.0,0.0,0.0,0.0,0.0,9.0,27.0,2.0,0.0,0.0,2.0,25.0,20.0,0.0,0.0,5.0,5.0,15.0,17.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,6.0
218,La Canada Flintridge,20.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,7.0
219,La Habra,23.0,0.0,0.0,0.0,0.0,23.0,24.0,0.0,0.0,0.0,0.0,24.0,16.0,0.0,0.0,0.0,0.0,16.0,24.0,0.0,0.0,0.0,0.0,24.0,8.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,12.0,96.0,0.0,0.0,0.0,0.0,96.0
220,La Habra Heights,5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
221,La Mesa,302.0,0.0,0.0,297.0,297.0,5.0,8.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,22.0,18.0,0.0,0.0,0.0,0.0,18.0,34.0,0.0,0.0,0.0,0.0,34.0
222,La Mirada,113.0,0.0,32.0,80.0,112.0,1.0,63.0,0.0,9.0,53.0,62.0,1.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,La Palma,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,La Puente,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2.0,9.0,11.0,2.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,3.0,0.0,5.0,5.0,10.0,2.0,0.0,0.0,2.0,8.0
225,La Quinta,456.0,0.0,0.0,8.0,8.0,448.0,454.0,0.0,4.0,213.0,217.0,237.0,109.0,0.0,0.0,0.0,0.0,109.0,79.0,0.0,0.0,0.0,0.0,79.0,41.0,0.0,0.0,0.0,0.0,41.0,231.0,0.0,4.0,172.0,176.0,55.0,250.0,2.0,0.0,132.0,134.0,116.0
226,La Verne,87.0,0.0,0.0,57.0,57.0,30.0,103.0,0.0,0.0,101.0,101.0,2.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,219.0,0.0,0.0,164.0,164.0,55.0
227,Laguna Beach,30.0,2.0,0.0,0.0,2.0,28.0,40.0,6.0,0.0,0.0,6.0,34.0,21.0,0.0,0.0,0.0,0.0,21.0,23.0,0.0,4.0,0.0,4.0,19.0,13.0,0.0,0.0,0.0,0.0,13.0,21.0,0.0,0.0,0.0,0.0,21.0,21.0,4.0,0.0,0.0,4.0,17.0
228,Laguna Hills,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
229,Laguna Niguel,66.0,0.0,0.0,0.0,0.0,66.0,28.0,0.0,0.0,0.0,0.0,28.0,78.0,0.0,0.0,0.0,0.0,78.0,45.0,0.0,0.0,0.0,0.0,45.0,11.0,0.0,0.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,21.0,332.0,0.0,0.0,284.0,284.0,48.0
230,Laguna Woods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Lake County Unincorporated Area,212.0,14.0,0.0,0.0,14.0,198.0,109.0,2.0,0.0,23.0,25.0,84.0,43.0,0.0,0.0,0.0,0.0,43.0,41.0,0.0,0.0,0.0,0.0,41.0,34.0,0.0,0.0,0.0,0.0,34.0,37.0,2.0,0.0,0.0,2.0,35.0,47.0,0.0,0.0,0.0,0.0,47.0
232,Lake Elsinore,771.0,8.0,15.0,258.0,281.0,490.0,83.0,2.0,0.0,0.0,2.0,81.0,116.0,0.0,0.0,11.0,11.0,105.0,318.0,0.0,0.0,0.0,0.0,318.0,180.0,0.0,0.0,113.0,113.0,67.0,409.0,0.0,0.0,0.0,0.0,409.0,649.0,0.0,0.0,0.0,0.0,649.0
233,Lake Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,3.0,33.0,0.0,0.0,0.0,0.0,33.0,241.0,0.0,0.0,195.0,195.0,46.0
234,Lakeport,22.0,0.0,0.0,0.0,0.0,22.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Lakewood,22.0,0.0,21.0,0.0,21.0,1.0,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Lancaster,808.0,2.0,0.0,0.0,2.0,806.0,440.0,2.0,0.0,142.0,144.0,296.0,267.0,0.0,0.0,80.0,80.0,187.0,277.0,0.0,0.0,0.0,0.0,277.0,175.0,0.0,0.0,0.0,0.0,175.0,192.0,0.0,0.0,0.0,0.0,192.0,177.0,0.0,0.0,0.0,0.0,177.0
237,Larkspur,8.0,0.0,0.0,0.0,0.0,8.0,29.0,0.0,11.0,5.0,16.0,13.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,5.0,41.0,2.0,0.0,14.0,16.0,25.0
238,Lassen County Unincorporated Area,40.0,0.0,0.0,0.0,0.0,40.0,22.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0
239,Lathrop,198.0,0.0,0.0,0.0,0.0,198.0,28.0,0.0,0.0,0.0,0.0,28.0,86.0,0.0,0.0,0.0,0.0,86.0,144.0,0.0,0.0,0.0,0.0,144.0,64.0,0.0,0.0,0.0,0.0,64.0,144.0,0.0,0.0,0.0,0.0,144.0,72.0,0.0,0.0,0.0,0.0,72.0
240,Lawndale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0
241,Lemon Grove,6.0,0.0,0.0,0.0,0.0,6.0,42.0,0.0,0.0,36.0,36.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,59.0,0.0,0.0,56.0,56.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,0.0,56.0,56.0,5.0
242,Lemoore,108.0,12.0,0.0,0.0,12.0,96.0,197.0,8.0,129.0,0.0,137.0,60.0,28.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,0.0,0.0,0.0,11.0,109.0,0.0,0.0,80.0,80.0,29.0,99.0,0.0,0.0,0.0,0.0,99.0,87.0,0.0,0.0,0.0,0.0,87.0
243,Lincoln,403.0,0.0,24.0,0.0,24.0,379.0,165.0,0.0,0.0,0.0,0.0,165.0,122.0,0.0,0.0,0.0,0.0,122.0,90.0,0.0,0.0,0.0,0.0,90.0,92.0,0.0,0.0,0.0,0.0,92.0,216.0,0.0,0.0,0.0,0.0,216.0,248.0,0.0,0.0,0.0,0.0,248.0
244,Lindsay,1.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,41.0,16.0,0.0,0.0,0.0,0.0,16.0,252.0,0.0,0.0,73.0,73.0,179.0,30.0,0.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,40.0,48.0,0.0,0.0,0.0,0.0,48.0
245,Live Oak,53.0,0.0,0.0,0.0,0.0,53.0,12.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,10.0,58.0,0.0,0.0,0.0,0.0,58.0,56.0,2.0,40.0,14.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Livermore,191.0,0.0,8.0,41.0,49.0,142.0,70.0,0.0,8.0,0.0,8.0,62.0,109.0,0.0,16.0,0.0,16.0,93.0,95.0,0.0,8.0,9.0,17.0,78.0,98.0,0.0,8.0,30.0,38.0,60.0,216.0,0.0,36.0,78.0,114.0,102.0,176.0,0.0,11.0,53.0,64.0,112.0
247,Livingston,79.0,0.0,0.0,0.0,0.0,79.0,38.0,0.0,0.0,0.0,0.0,38.0,15.0,0.0,0.0,0.0,0.0,15.0,49.0,2.0,0.0,0.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,49.0,49.0,0.0
248,Lodi,20.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,10.0
249,Loma Linda,42.0,2.0,0.0,0.0,2.0,40.0,43.0,0.0,4.0,0.0,4.0,39.0,45.0,0.0,0.0,44.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Lomita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
251,Lompoc,91.0,0.0,8.0,0.0,8.0,83.0,71.0,0.0,0.0,64.0,64.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,60.0,60.0,38.0,57.0,0.0,0.0,0.0,0.0,57.0
252,Long Beach,238.0,4.0,4.0,170.0,178.0,60.0,344.0,8.0,4.0,301.0,313.0,31.0,62.0,2.0,0.0,46.0,48.0,14.0,106.0,4.0,0.0,58.0,62.0,44.0,298.0,0.0,0.0,232.0,232.0,66.0,25.0,2.0,0.0,0.0,2.0,23.0,297.0,6.0,0.0,271.0,277.0,20.0
253,Loomis Town,11.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0
254,Los Alamitos,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0
255,Los Altos,123.0,0.0,4.0,78.0,82.0,41.0,44.0,0.0,8.0,0.0,8.0,36.0,29.0,0.0,0.0,0.0,0.0,29.0,83.0,0.0,3.0,0.0,3.0,80.0,67.0,0.0,3.0,20.0,23.0,44.0,46.0,0.0,0.0,0.0,0.0,46.0,126.0,0.0,0.0,48.0,48.0,78.0
256,Los Altos Hills Town,22.0,0.0,0.0,0.0,0.0,22.0,23.0,0.0,0.0,0.0,0.0,23.0,18.0,2.0,0.0,0.0,2.0,16.0,18.0,0.0,0.0,0.0,0.0,18.0,26.0,0.0,0.0,0.0,0.0,26.0,21.0,0.0,0.0,0.0,0.0,21.0,30.0,0.0,0.0,0.0,0.0,30.0
257,Los Angeles,9762.0,480.0,0.0,7731.0,8211.0,1551.0,6080.0,424.0,15.0,4929.0,5368.0,712.0,2607.0,302.0,38.0,1749.0,2089.0,518.0,4109.0,236.0,0.0,3237.0,3473.0,636.0,5947.0,236.0,31.0,5155.0,5422.0,525.0,6700.0,286.0,4.0,5540.0,5830.0,870.0,8392.0,364.0,4.0,6880.0,7248.0,1144.0
258,Los Angeles County Unincorporated Area,1628.0,10.0,193.0,206.0,409.0,1219.0,886.0,24.0,4.0,383.0,411.0,475.0,396.0,44.0,0.0,57.0,101.0,295.0,527.0,30.0,7.0,195.0,232.0,295.0,1081.0,38.0,9.0,683.0,730.0,351.0,928.0,22.0,52.0,397.0,471.0,457.0,1130.0,46.0,3.0,487.0,536.0,594.0
259,Los Banos,119.0,0.0,0.0,0.0,0.0,119.0,204.0,0.0,0.0,105.0,105.0,99.0,19.0,0.0,0.0,5.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0
260,Los Gatos Town,34.0,0.0,0.0,0.0,0.0,34.0,16.0,0.0,0.0,0.0,0.0,16.0,15.0,2.0,0.0,0.0,2.0,13.0,32.0,0.0,0.0,0.0,0.0,32.0,19.0,0.0,0.0,0.0,0.0,19.0,48.0,0.0,0.0,0.0,0.0,48.0,106.0,0.0,0.0,50.0,50.0,56.0
261,Loyalton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Lynwood,42.0,0.0,0.0,0.0,0.0,42.0,17.0,4.0,0.0,0.0,4.0,13.0,17.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,99.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0
263,Madera,241.0,12.0,11.0,0.0,23.0,218.0,87.0,0.0,3.0,0.0,3.0,84.0,15.0,0.0,0.0,0.0,0.0,15.0,59.0,0.0,0.0,6.0,6.0,53.0,121.0,0.0,6.0,65.0,71.0,50.0,108.0,0.0,0.0,40.0,40.0,68.0,144.0,0.0,0.0,0.0,0.0,144.0
264,Madera County Unincorporated Area,210.0,0.0,0.0,0.0,0.0,210.0,142.0,4.0,0.0,0.0,4.0,138.0,101.0,4.0,48.0,0.0,52.0,49.0,57.0,2.0,0.0,0.0,2.0,55.0,77.0,0.0,48.0,0.0,48.0,29.0,49.0,2.0,0.0,0.0,2.0,47.0,74.0,4.0,0.0,0.0,4.0,70.0
265,Malibu,31.0,0.0,0.0,0.0,0.0,31.0,30.0,0.0,0.0,0.0,0.0,30.0,19.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,12.0,20.0,0.0,0.0,0.0,0.0,20.0,18.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,12.0
266,Mammoth Lakes Town,42.0,0.0,0.0,11.0,11.0,31.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,6.0
267,Manhattan Beach,146.0,0.0,0.0,0.0,0.0,146.0,80.0,0.0,0.0,0.0,0.0,80.0,31.0,2.0,0.0,0.0,2.0,29.0,45.0,0.0,0.0,0.0,0.0,45.0,54.0,2.0,0.0,0.0,2.0,52.0,60.0,4.0,0.0,0.0,4.0,56.0,93.0,2.0,0.0,0.0,2.0,91.0
268,Manteca,536.0,0.0,4.0,36.0,40.0,496.0,234.0,0.0,0.0,0.0,0.0,234.0,349.0,0.0,0.0,0.0,0.0,349.0,355.0,0.0,0.0,0.0,0.0,355.0,464.0,0.0,0.0,152.0,152.0,312.0,282.0,0.0,0.0,0.0,0.0,282.0,297.0,0.0,0.0,0.0,0.0,297.0
269,Maricopa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
270,Marin County Unincorporated Area,57.0,0.0,0.0,0.0,0.0,57.0,56.0,0.0,0.0,0.0,0.0,56.0,28.0,0.0,0.0,0.0,0.0,28.0,25.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,16.0
271,Marina,23.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,129.0,129.0,0.0
272,Mariposa County,102.0,2.0,0.0,0.0,2.0,100.0,54.0,0.0,0.0,0.0,0.0,54.0,26.0,0.0,0.0,0.0,0.0,26.0,45.0,4.0,0.0,0.0,4.0,41.0,28.0,4.0,0.0,0.0,4.0,24.0,28.0,0.0,0.0,0.0,0.0,28.0,24.0,0.0,0.0,0.0,0.0,24.0
273,Martinez,31.0,0.0,0.0,0.0,0.0,31.0,19.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0
274,Marysville,6.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,12.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
275,Maywood,12.0,4.0,0.0,0.0,4.0,8.0,13.0,4.0,3.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Mc Farland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Mcfarland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,48.0,48.0,61.0
278,Mendocino County Unincorporated Area,196.0,0.0,0.0,0.0,0.0,196.0,140.0,2.0,0.0,0.0,2.0,138.0,109.0,0.0,0.0,0.0,0.0,109.0,124.0,0.0,3.0,0.0,3.0,121.0,103.0,2.0,0.0,0.0,2.0,101.0,71.0,0.0,0.0,0.0,0.0,71.0,108.0,0.0,0.0,0.0,0.0,108.0
279,Mendota,97.0,0.0,0.0,0.0,0.0,97.0,23.0,0.0,0.0,0.0,0.0,23.0,19.0,0.0,0.0,0.0,0.0,19.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Menifee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,332.0,399.0,0.0,0.0,0.0,0.0,399.0,283.0,0.0,0.0,0.0,0.0,283.0,558.0,18.0,0.0,192.0,210.0,348.0,374.0,0.0,0.0,0.0,0.0,374.0
281,Menlo Park,10.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,14.0
282,Merced,216.0,8.0,0.0,0.0,8.0,208.0,21.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,70.0,0.0,0.0,70.0,70.0,0.0,66.0,0.0,12.0,54.0,66.0,0.0,15.0,0.0,0.0,6.0,6.0,9.0
