Estimate; INCOME AND BENEFITS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Nonfamily households - Mean nonfamily income (dollars),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Less than high school graduate,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Some college or associate's degree,Total; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes),Estimate; INCOME AND BENEFITS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Families - Median family income (dollars),Total; Estimate; Population 25 to 34 years - High school graduate or higher,"Estimate; INCOME AND BENEFITS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Median earnings for male full-time, year-round workers (dollars)",MedianAgeYears,Estimate; INCOME AND BENEFITS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Families - Mean family income (dollars),County,Total; Estimate; Some college or associate's degree,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Bachelor's degree,Total; Estimate; Bachelor's degree or higher,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Workers per car, truck, or van",Estimate; INCOME AND BENEFITS (IN 2013 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income - Mean Supplemental Security Income (dollars),Estimate; COMMUTING TO WORK - Mean travel time to work (minutes),Total; Estimate; High school graduate (includes equivalency),Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Graduate or professional degree,"Estimate; INCOME AND BENEFITS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Median earnings for female full-time, year-round workers (dollars)",Total; Estimate; Population 45 to 64 years - Bachelor's degree or higher,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - High school graduate (includes equivalency),Estimate; INCOME AND BENEFITS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Nonfamily households - Median nonfamily income (dollars),Total; Estimate; Population 45 to 64 years - High school graduate or higher,Jurisdiction,Estimate; INCOME AND BENEFITS (IN 2013 INFLATION-ADJUSTED DOLLARS) - With retirement income - Mean retirement income (dollars),Estimate; INCOME AND BENEFITS (IN 2013 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income - Mean cash public assistance income (dollars),Total; Estimate; Population 25 to 34 years - Bachelor's degree or higher,Total; Estimate; Less than high school graduate
16309.0,44.6,11781.0,21833.0,25.6,26721.0,47.1,31082.0,23.6,35853.0,Fresno,41.4,43750.0,15.3,1.15,9755.0,25.6,26.0,,31071.0,4.8,30631.0,13304.0,36.6,Orange Cove,12351.0,5340.0,2.9,17.4
86656.0,0.0,56504.0,48504.0,28.6,199390.0,100.0,153380.0,47.8,248318.0,Contra Costa,45.3,99792.0,17.6,1.05,7884.0,28.6,25.9,128611.0,94122.0,80.3,56429.0,56875.0,98.3,Orinda,44243.0,10021.0,77.1,11.3
31177.0,35.0,17065.0,28333.0,17.2,45500.0,84.6,38906.0,31.5,57357.0,Butte,51.6,42569.0,0.0,1.08,9233.0,17.2,32.6,42697.0,30585.0,12.0,21705.0,22990.0,87.5,Oroville,21420.0,5037.0,8.3,15.7
56094.0,20.5,17242.0,36388.0,23.1,61848.0,68.2,35511.0,29.9,76795.0,Ventura,42.5,44194.0,3.8,1.14,8757.0,23.1,29.0,80646.0,33080.0,16.3,26989.0,42079.0,63.3,Oxnard,24065.0,4995.0,14.4,24.8
58154.0,13.5,14103.0,34513.0,18.5,99011.0,95.0,69087.0,48.1,126990.0,Monterey,44.1,48920.0,3.5,1.06,10255.0,18.5,48.1,75972.0,55221.0,50.5,25200.0,47938.0,96.8,Pacific Grove,31652.0,3642.0,54.2,4.2
76840.0,7.3,21569.0,50092.0,27.7,109058.0,97.1,66516.0,41.5,129392.0,San Mateo,54.0,64249.0,12.7,1.06,12232.0,27.7,25.6,90291.0,62889.0,40.4,42775.0,58226.0,95.9,Pacifica,29591.0,7608.0,44.5,7.6
56433.0,16.7,17500.0,32603.0,19.8,67173.0,83.9,51298.0,53.0,101754.0,Riverside,53.4,51355.0,6.4,1.07,11144.0,19.8,27.3,70134.0,49630.0,36.7,26834.0,39534.0,92.0,Palm Desert,34223.0,7580.0,30.8,12.8
61947.0,25.8,17765.0,32112.0,21.6,55546.0,78.9,51710.0,51.6,78914.0,Riverside,37.7,47126.0,6.1,1.06,9593.0,21.6,37.1,65318.0,41221.0,36.7,25981.0,38409.0,90.7,Palm Springs,29702.0,5073.0,23.5,19.1
51999.0,27.1,21438.0,38960.0,40.5,54936.0,76.8,47910.0,29.7,68658.0,Los Angeles,42.0,51157.0,3.8,1.12,9509.0,40.5,29.7,80837.0,38304.0,18.0,28553.0,40340.0,77.6,Palmdale,24635.0,5236.0,11.0,24.5
103159.0,25.3,21028.0,39919.0,22.1,165292.0,98.4,130074.0,41.9,219748.0,Santa Clara,41.8,74702.0,33.3,1.05,10530.0,22.1,18.6,105896.0,87315.0,81.9,27313.0,68276.0,97.6,Palo Alto,45218.0,12128.0,81.5,6.3
36594.0,22.5,20147.0,31517.0,26.7,45651.0,69.8,30676.0,28.6,54571.0,Los Angeles,37.1,41845.0,3.7,1.08,9198.0,26.7,36.2,64009.0,29863.0,7.9,26066.0,30730.0,50.2,Paramount,15240.0,5424.0,10.5,22.9
33971.0,32.9,14689.0,32636.0,23.7,32485.0,64.3,27520.0,25.1,42465.0,Fresno,39.8,45398.0,1.1,1.16,8734.0,23.7,26.6,82543.0,22920.0,2.3,17388.0,22819.0,31.4,Parlier,13686.0,3605.0,8.9,32.4
72600.0,24.6,17010.0,36291.0,26.1,83601.0,88.1,58851.0,37.2,119699.0,Los Angeles,44.1,60229.0,19.1,1.06,10291.0,26.1,21.1,80440.0,53319.0,46.2,25221.0,52079.0,84.6,Pasadena,30968.0,5247.0,53.6,15.7
45066.0,27.4,22056.0,29465.0,37.0,47636.0,75.9,39395.0,25.9,53873.0,Riverside,34.7,48156.0,1.7,1.11,10899.0,37.0,39.7,55893.0,27434.0,7.5,26451.0,39250.0,57.9,Perris,16364.0,5954.0,10.2,23.9
40651.0,16.8,22289.0,34431.0,29.1,63536.0,82.6,39087.0,34.0,71270.0,Los Angeles,50.7,47135.0,2.5,1.07,9856.0,29.1,29.8,63500.0,33957.0,9.2,29125.0,27319.0,64.3,Pico Rivera,15827.0,6550.0,15.2,17.0
117014.0,0.0,41591.0,55167.0,25.6,229750.0,100.0,160801.0,46.2,322407.0,Alameda,13.2,72429.0,44.0,1.13,,25.6,20.6,155125.0,93520.0,85.2,93226.0,65781.0,98.3,Piedmont,83373.0,,85.0,22.3
51897.0,25.8,21007.0,41551.0,35.5,63877.0,79.9,48728.0,32.5,80157.0,Contra Costa,47.9,57400.0,3.8,1.14,10435.0,35.5,30.2,60647.0,43287.0,16.8,30367.0,36713.0,83.0,Pittsburg,21202.0,5338.0,16.0,18.1
55720.0,22.2,19327.0,40943.0,27.5,87400.0,86.9,57383.0,36.0,102956.0,Orange,52.9,58306.0,10.5,1.06,9115.0,27.5,23.6,86158.0,49263.0,34.3,28034.0,43547.0,84.5,Placentia,24499.0,6027.0,34.9,13.0
37032.0,29.0,17019.0,23860.0,26.5,55491.0,89.2,51013.0,40.4,75494.0,El Dorado,41.2,57353.0,2.6,1.06,8892.0,26.5,38.7,60278.0,44861.0,15.8,25470.0,28420.0,88.8,Placerville,22247.0,2863.0,10.3,17.5
61332.0,15.6,26947.0,43563.0,30.7,106504.0,98.4,85633.0,40.7,129166.0,Contra Costa,55.3,65362.0,18.4,1.05,11457.0,30.7,23.2,81675.0,58462.0,45.8,31902.0,51267.0,95.5,Pleasant Hill,34093.0,5192.0,52.5,3.1
74958.0,12.2,19994.0,50209.0,29.6,136120.0,94.8,106563.0,40.5,160352.0,Alameda,37.8,85730.0,19.7,1.06,13947.0,29.6,30.3,107760.0,66917.0,61.5,38424.0,63481.0,97.4,Pleasanton,36314.0,5865.0,53.9,12.2
98139.0,,,,49.0,69083.0,,115455.0,59.0,146601.0,Plumas,,105703.0,,1.25,,49.0,,93661.0,,44.0,17059.0,86591.0,100.0,Plumas Eureka,23709.0,,,
26673.0,29.0,12750.0,12500.0,15.7,48036.0,100.0,39000.0,40.0,50225.0,Mendocino,16.0,22000.0,0.0,1.1,11244.0,15.7,84.0,39250.0,28929.0,20.8,26083.0,18750.0,79.2,Point Arena,22465.0,488.0,0.0,0.0
47793.0,21.7,16991.0,35971.0,24.0,56333.0,75.9,41673.0,31.3,72049.0,Ventura,47.2,42569.0,2.5,1.1,8844.0,24.0,37.5,74931.0,38214.0,23.9,37131.0,35281.0,80.3,Port Hueneme,23978.0,4247.0,16.0,12.8
34242.0,46.9,16774.0,23646.0,29.6,38841.0,87.8,50375.0,39.8,58644.0,Plumas,34.6,51579.0,0.0,1.18,9491.0,29.6,54.2,45150.0,31509.0,13.1,27908.0,24022.0,82.6,Portola,28534.0,2976.0,13.4,11.2
110297.0,52.1,28750.0,52434.0,29.6,225982.0,87.3,210000.0,51.3,442087.0,San Mateo,0.0,85092.0,47.4,1.0,,29.6,52.6,204141.0,105789.0,86.9,,83036.0,97.3,Portola Valley,41117.0,538.0,75.2,0.0
63379.0,22.7,21436.0,44908.0,24.0,104979.0,93.0,73504.0,41.3,130515.0,San Diego,42.6,65144.0,11.9,1.06,10280.0,24.0,35.4,86675.0,50921.0,50.0,32472.0,50521.0,95.5,Poway,33603.0,5604.0,39.2,10.1
51656.0,27.4,19003.0,34324.0,24.4,56277.0,91.0,50341.0,33.1,67448.0,Sacramento,48.9,49943.0,7.7,1.08,10722.0,24.4,29.6,66625.0,40676.0,21.3,25583.0,40881.0,87.4,Rancho Cordova,24964.0,4906.0,29.4,13.8
60155.0,10.8,22398.0,45961.0,30.4,87596.0,93.3,64252.0,34.5,105912.0,San Bernardino,49.1,57116.0,9.3,1.08,10934.0,30.4,31.1,74013.0,51058.0,31.6,33151.0,51354.0,91.9,Rancho Cucamonga,25651.0,5368.0,34.8,10.5
80321.0,34.8,20457.0,41830.0,22.3,100611.0,97.1,66189.0,62.3,153978.0,Riverside,57.0,53843.0,5.7,1.03,12788.0,22.3,18.6,82031.0,75560.0,43.4,18444.0,50893.0,97.8,Rancho Mirage,45318.0,10758.0,11.4,18.7
69314.0,10.0,22784.0,47516.0,28.0,118383.0,94.3,82592.0,36.0,133550.0,Orange,55.7,68936.0,11.2,1.04,9718.0,28.0,22.6,92132.0,57119.0,50.3,39872.0,60729.0,96.9,Rancho Santa Margarita,29366.0,7815.0,44.4,10.5
35996.0,28.5,19269.0,29568.0,16.9,55690.0,90.9,46040.0,38.5,70483.0,Shasta,59.3,45666.0,6.5,1.06,10176.0,16.9,23.0,61979.0,38419.0,22.5,26549.0,27440.0,90.7,Redding,24554.0,6403.0,22.0,11.2
54307.0,26.3,23056.0,42601.0,22.7,85308.0,92.7,61715.0,36.2,103211.0,San Bernardino,53.6,52200.0,9.4,1.05,8764.0,22.7,28.1,76133.0,49438.0,39.2,36584.0,40460.0,91.5,Redlands,35843.0,4890.0,39.1,8.9
74136.0,15.9,20203.0,42416.0,23.2,93257.0,83.1,70709.0,36.7,126851.0,San Mateo,40.0,75699.0,10.5,1.08,11254.0,23.2,32.2,101366.0,54689.0,39.3,33781.0,53989.0,86.2,Redwood City,27545.0,7154.0,41.2,17.3
43204.0,29.7,14699.0,31886.0,22.3,45200.0,69.0,34915.0,29.1,60231.0,Fresno,47.1,53869.0,1.2,1.12,6159.0,22.3,33.4,63686.0,35870.0,16.5,17254.0,31735.0,60.6,Reedley,24410.0,4573.0,12.2,18.3
38599.0,22.4,21862.0,30054.0,32.3,52074.0,76.2,36898.0,28.3,62194.0,San Bernardino,41.4,40989.0,2.5,1.1,9128.0,32.3,34.9,67852.0,31306.0,9.9,26936.0,30660.0,68.5,Rialto,23908.0,5055.0,7.4,21.3
51208.0,34.0,19674.0,46050.0,14.9,70374.0,95.2,62107.0,33.8,79551.0,Kern,42.7,65287.0,8.8,1.1,7920.0,14.9,29.7,75869.0,42426.0,29.9,31333.0,39598.0,91.7,Ridgecrest,30622.0,5749.0,29.8,18.8
33083.0,12.0,19289.0,29657.0,21.8,42348.0,97.6,36414.0,38.3,77207.0,Humboldt,45.1,36250.0,3.9,1.11,9523.0,21.8,51.1,53558.0,25288.0,8.2,28587.0,19500.0,91.0,Rio Dell,25538.0,4315.0,14.1,0.0
51803.0,17.1,21855.0,44100.0,38.1,66438.0,100.0,63517.0,57.2,84341.0,Solano,60.8,44236.0,0.0,1.09,15109.0,38.1,36.8,38304.0,43500.0,30.6,31424.0,34258.0,94.9,Rio Vista,45363.0,4173.0,14.3,2.4
64115.0,6.3,20956.0,40988.0,25.5,85132.0,95.7,68589.0,37.1,100188.0,Fresno,44.6,73250.0,5.3,1.06,10428.0,25.5,36.4,80341.0,47981.0,30.0,35609.0,38657.0,94.2,Ripon,36757.0,7274.0,32.4,13.7
46742.0,23.3,21241.0,35271.0,28.5,63515.0,81.4,43974.0,30.0,79399.0,Riverside,51.8,51211.0,6.0,1.08,9234.0,28.5,28.4,70211.0,38013.0,23.3,28909.0,34892.0,78.2,Riverside,28764.0,5281.0,21.0,13.8
56354.0,14.8,25129.0,39991.0,27.0,89942.0,94.8,73787.0,36.7,103633.0,Placer,56.3,65022.0,8.7,1.05,10797.0,27.0,26.6,78137.0,49928.0,42.7,36085.0,40738.0,96.5,Rocklin,35369.0,7491.0,35.1,8.4
144743.0,0.0,26563.0,39766.0,30.5,217222.0,92.7,151902.0,51.7,325482.0,Los Angeles,56.9,99286.0,15.7,1.02,11457.0,30.5,24.5,108021.0,54702.0,72.9,24167.0,72083.0,96.4,Rolling Hills,45130.0,7086.0,80.5,2.9
141933.0,7.4,52292.0,44940.0,29.1,151964.0,97.7,131429.0,48.5,192899.0,Los Angeles,26.0,64934.0,39.6,1.04,10113.0,29.1,29.5,106806.0,81571.0,73.6,32333.0,95313.0,97.8,Rolling Hills Estates,58240.0,2197.0,62.7,4.9
55063.0,16.3,23011.0,42156.0,26.3,89380.0,92.6,64976.0,36.8,103103.0,Placer,50.4,64026.0,8.5,1.06,10262.0,26.3,31.8,79298.0,50131.0,36.7,32284.0,41395.0,96.0,Roseville,29668.0,5781.0,31.3,9.4
50913.0,33.3,17167.0,34015.0,24.0,56449.0,87.6,47443.0,33.0,73883.0,Sacramento,48.4,51629.0,8.4,1.09,10332.0,24.0,27.7,70372.0,43035.0,27.6,26217.0,38629.0,82.4,Sacramento,30438.0,4965.0,32.4,15.4
42655.0,25.7,16790.0,36284.0,23.2,51058.0,63.9,38244.0,28.8,63755.0,Monterey,39.0,46936.0,1.7,1.09,8063.0,23.2,30.8,73657.0,33243.0,14.3,26396.0,31536.0,60.2,Salinas,18699.0,5597.0,10.1,28.4
33224.0,38.4,18748.0,31331.0,27.0,40574.0,73.1,35428.0,28.5,53110.0,San Bernardino,40.9,45459.0,2.8,1.11,9302.0,27.0,30.8,60342.0,31678.0,12.2,25797.0,23864.0,66.7,San Bernardino,21718.0,5108.0,9.8,25.6
73806.0,10.9,25438.0,47242.0,25.4,87346.0,91.1,56964.0,38.8,104969.0,San Mateo,55.8,60372.0,14.5,1.09,11326.0,25.4,21.4,67339.0,51982.0,36.1,34247.0,51220.0,90.8,San Bruno,22046.0,3694.0,43.3,8.3
80885.0,6.9,32704.0,47603.0,26.3,150383.0,98.7,118160.0,42.6,182827.0,San Mateo,50.0,73551.0,16.4,1.06,8178.0,26.3,26.4,115670.0,71790.0,60.2,32188.0,66598.0,97.7,San Carlos,30231.0,6083.0,58.6,7.2
76734.0,22.2,20991.0,42832.0,29.5,106382.0,93.3,88381.0,39.7,138817.0,Orange,43.3,68986.0,12.9,1.07,11912.0,29.5,30.6,91173.0,53268.0,43.5,34231.0,51049.0,94.9,San Clemente,36889.0,6986.0,42.4,13.3
63506.0,27.6,18624.0,35885.0,22.5,77568.0,91.9,52973.0,33.6,101793.0,San Diego,51.1,53483.0,13.0,1.06,9581.0,22.5,26.1,76164.0,45049.0,40.5,28019.0,47944.0,86.8,San Diego,30075.0,6063.0,46.1,9.8
62839.0,14.9,28177.0,43091.0,32.6,89762.0,96.5,61007.0,42.6,109235.0,Los Angeles,54.4,55578.0,10.6,1.06,9217.0,32.6,30.2,68835.0,48542.0,32.7,37553.0,39660.0,93.4,San Dimas,35552.0,6124.0,46.7,4.9
41205.0,20.1,17560.0,35615.0,26.6,56143.0,73.5,32254.0,30.7,65331.0,Los Angeles,34.1,50921.0,4.4,1.12,10311.0,26.6,35.5,71250.0,33869.0,7.4,28833.0,27344.0,51.2,San Fernando,20885.0,5689.0,19.1,26.0
90863.0,24.6,19651.0,36953.0,30.5,90116.0,95.2,68782.0,38.5,130322.0,San Francisco,46.0,62726.0,27.3,1.1,9767.0,30.5,19.3,85317.0,59182.0,42.4,26515.0,61447.0,83.8,San Francisco,27295.0,5112.0,69.7,7.4
53575.0,16.2,16998.0,36302.0,28.1,61346.0,92.3,41046.0,40.3,80107.0,Los Angeles,47.3,46184.0,16.3,1.08,9573.0,28.1,25.8,75139.0,41200.0,23.5,24684.0,37909.0,73.5,San Gabriel,26026.0,4666.0,43.5,10.5
37517.0,20.4,19487.0,31698.0,35.9,51441.0,82.8,45646.0,30.3,60262.0,Riverside,30.1,39260.0,1.5,1.1,9150.0,35.9,45.7,54755.0,37341.0,13.2,27781.0,22790.0,73.4,San Jacinto,22813.0,5733.0,10.9,22.7
30722.0,41.5,17567.0,22604.0,20.4,24397.0,55.3,21975.0,23.6,29241.0,Fresno,29.2,35583.0,0.0,1.14,5844.0,20.4,44.9,,19338.0,3.4,17500.0,30192.0,14.3,San Joaquin,13549.0,5086.0,8.7,25.9
72068.0,21.9,21498.0,41403.0,25.9,89822.0,86.3,63450.0,35.2,112634.0,Santa Clara,47.6,68650.0,11.4,1.07,10230.0,25.9,26.7,99285.0,52607.0,36.0,29982.0,52130.0,82.7,San Jose,26338.0,5819.0,40.7,14.3
61127.0,26.9,18711.0,41793.0,24.1,83243.0,75.5,47617.0,40.2,128715.0,Orange,41.7,56567.0,7.8,1.1,8806.0,24.1,36.1,96556.0,42170.0,36.8,25732.0,35878.0,85.9,San Juan Capistrano,41834.0,4575.0,17.3,14.4
51075.0,11.4,22873.0,41068.0,28.4,74668.0,87.4,50755.0,39.3,87788.0,Alameda,51.5,52107.0,9.4,1.07,8423.0,28.4,25.7,68698.0,46098.0,27.9,31529.0,40439.0,84.4,San Leandro,24251.0,6225.0,32.3,13.5
40865.0,22.3,20760.0,30390.0,14.8,79286.0,96.2,53123.0,26.5,95592.0,San Luis Obispo,78.1,48247.0,9.9,1.05,8596.0,14.8,10.8,63628.0,39087.0,47.7,26469.0,29369.0,92.4,San Luis Obispo,37281.0,6713.0,47.0,1.2
44591.0,17.4,22136.0,35860.0,24.7,61772.0,79.7,46701.0,32.9,81184.0,San Diego,56.5,58792.0,5.5,1.08,9872.0,24.7,24.6,75373.0,39161.0,26.9,29189.0,30482.0,81.4,San Marcos,22517.0,4871.0,26.3,13.4
71741.0,5.1,46094.0,39306.0,27.1,162917.0,98.4,121892.0,45.3,252904.0,Los Angeles,27.7,63899.0,40.7,1.06,12645.0,27.1,25.4,120203.0,82353.0,74.6,35833.0,61563.0,95.1,San Marino,35566.0,26035.0,77.1,6.2
76452.0,14.2,19927.0,42726.0,24.9,104067.0,85.7,64030.0,38.9,135924.0,San Mateo,40.6,66008.0,16.7,1.08,10935.0,24.9,26.2,97090.0,61832.0,44.0,32015.0,60330.0,92.1,San Mateo,27637.0,7686.0,50.4,16.5
93785.0,10.7,18706.0,51641.0,32.7,149817.0,97.6,111791.0,37.1,164036.0,Contra Costa,44.8,86980.0,22.5,1.06,10402.0,32.7,23.6,110963.0,74112.0,62.3,41575.0,73564.0,97.2,San Ramon,33603.0,8529.0,64.1,9.1
42429.0,31.6,18594.0,15375.0,17.3,52500.0,86.4,34286.0,34.1,67521.0,Monterey,60.6,71250.0,0.0,1.04,10250.0,17.3,6.1,96250.0,31000.0,12.0,30179.0,31346.0,81.9,Sand City,39786.0,2050.0,31.8,33.3
28651.0,30.6,13064.0,31196.0,22.9,47288.0,70.9,35393.0,29.2,61080.0,Fresno,41.2,44008.0,2.7,1.08,8359.0,22.9,41.4,28899.0,30763.0,8.6,25454.0,22029.0,61.0,Sanger,22695.0,5385.0,11.3,14.8
54126.0,24.2,19667.0,31227.0,24.9,51045.0,64.0,29457.0,29.1,65548.0,Orange,40.9,44117.0,4.7,1.11,9429.0,24.9,29.5,60389.0,27224.0,10.6,23957.0,39819.0,48.5,Santa Ana,20031.0,5263.0,14.7,24.8
65737.0,20.4,18390.0,34075.0,16.7,80790.0,83.9,50755.0,36.8,111706.0,Santa Barbara,51.7,52559.0,16.9,1.08,8102.0,16.7,20.9,70655.0,41833.0,44.6,27010.0,45777.0,86.4,Santa Barbara,30279.0,5031.0,42.3,10.5
76955.0,14.9,25074.0,41699.0,21.8,105333.0,96.0,87620.0,34.1,122433.0,Santa Clara,51.9,73120.0,14.2,1.06,10080.0,21.8,25.4,101986.0,57919.0,43.0,29823.0,57456.0,91.5,Santa Clara,23455.0,5957.0,67.5,8.5
66353.0,24.0,20739.0,46235.0,32.2,90918.0,88.5,66888.0,36.2,107895.0,Los Angeles,54.9,62548.0,9.1,1.09,9634.0,32.2,23.9,79957.0,52938.0,35.1,34828.0,52230.0,91.2,Santa Clarita,28255.0,5696.0,32.5,12.1
55626.0,36.1,17150.0,33617.0,22.0,81192.0,92.3,52622.0,29.9,106527.0,Santa Cruz,73.6,43414.0,9.0,1.07,9336.0,22.0,15.2,53542.0,47530.0,49.6,30146.0,39689.0,94.1,Santa Cruz,30763.0,4196.0,51.7,2.2
36255.0,13.7,25454.0,39313.0,29.2,60489.0,85.8,49652.0,35.3,77218.0,Los Angeles,53.3,64669.0,3.2,1.06,10513.0,29.2,31.6,59107.0,36560.0,7.2,31085.0,20373.0,73.4,Santa Fe Springs,27374.0,4448.0,20.5,11.9
40666.0,24.2,17712.0,34013.0,21.1,52986.0,54.4,31260.0,28.6,68725.0,Santa Barbara,36.7,53217.0,1.8,1.2,8736.0,21.1,22.0,68355.0,30789.0,13.5,26702.0,28755.0,66.4,Santa Maria,22214.0,5426.0,10.4,39.4
76885.0,32.8,19950.0,39842.0,26.2,112016.0,98.9,80747.0,40.4,161097.0,Los Angeles,43.9,58609.0,33.3,1.03,9183.0,26.2,18.3,81382.0,65571.0,61.8,33329.0,54936.0,95.8,Santa Monica,27687.0,4967.0,78.9,4.5
45675.0,22.0,19883.0,36103.0,25.9,57385.0,63.8,36390.0,31.1,70388.0,Ventura,37.5,64237.0,4.0,1.17,9553.0,25.9,29.1,76250.0,30275.0,15.3,31447.0,24783.0,66.8,Santa Paula,21167.0,6400.0,7.0,29.3
53951.0,12.5,31607.0,44711.0,23.9,82176.0,94.5,56690.0,37.2,90888.0,San Diego,50.6,60732.0,8.4,1.06,10514.0,23.9,27.9,65645.0,45313.0,21.8,37599.0,43906.0,92.0,Santee,23738.0,9382.0,27.4,13.2
83865.0,10.6,32639.0,42855.0,26.9,188507.0,100.0,154924.0,47.8,235274.0,Santa Clara,31.5,95996.0,30.5,1.04,11620.0,26.9,23.3,134903.0,109144.0,81.9,58510.0,51307.0,99.4,Saratoga,45052.0,11484.0,69.9,14.6
65940.0,7.8,20426.0,57398.0,25.1,115015.0,95.8,87346.0,41.7,132514.0,Santa Cruz,68.9,80544.0,8.8,1.05,10799.0,25.1,20.5,83250.0,67685.0,51.4,42331.0,40500.0,97.6,Scotts Valley,30861.0,3129.0,36.9,1.9
50872.0,22.1,17438.0,38533.0,28.8,88682.0,99.4,81354.0,57.3,120454.0,Orange,54.2,59669.0,18.3,1.04,10661.0,28.8,21.9,84732.0,64205.0,53.1,33662.0,31034.0,97.0,Seal Beach,31292.0,8514.0,50.5,5.5
57876.0,21.3,18551.0,34480.0,18.9,58025.0,77.4,40852.0,30.6,71808.0,Monterey,50.1,51512.0,3.9,1.1,8942.0,18.9,28.8,77118.0,36667.0,24.7,24355.0,41163.0,78.2,Seaside,23522.0,3824.0,22.8,17.3
38468.0,29.1,13044.0,28180.0,25.0,44719.0,58.2,36373.0,29.5,55543.0,Fresno,29.1,47708.0,4.9,1.13,7174.0,25.0,43.6,65515.0,29812.0,11.4,25309.0,24256.0,62.0,Selma,18940.0,4548.0,8.8,22.4
32031.0,21.3,21449.0,30841.0,22.4,43539.0,70.4,34439.0,25.9,57433.0,Kern,37.8,55744.0,1.5,1.1,11086.0,22.4,40.5,80500.0,24322.0,10.2,24167.0,24337.0,54.4,Shafter,23829.0,5475.0,3.9,20.1
36882.0,5.6,20260.0,35417.0,22.9,73250.0,70.9,72361.0,50.6,92138.0,Shasta,52.0,61429.0,4.7,1.03,8424.0,22.9,16.9,61902.0,48125.0,36.6,27250.0,20417.0,97.1,Shasta,28573.0,1300.0,26.5,26.4
,100.0,,11184.0,27.1,120391.0,,112266.0,56.6,130013.0,Sierra,0.0,151167.0,0.0,,2336.0,27.1,0.0,,,57.6,,,100.0,Sierra City,74329.0,,,100.0
76767.0,17.5,25742.0,43591.0,26.3,73438.0,93.3,64354.0,36.0,88821.0,Los Angeles,63.1,64417.0,3.5,1.06,12477.0,26.3,14.6,86528.0,55422.0,40.8,29447.0,65449.0,87.8,Signal Hill,27586.0,3985.0,34.0,18.7
69451.0,14.6,20319.0,47720.0,28.4,99067.0,89.2,66956.0,37.8,115079.0,Ventura,51.0,64497.0,8.1,1.07,9469.0,28.4,28.5,81923.0,51158.0,33.3,35494.0,54814.0,92.2,Simi Valley,26899.0,4509.0,34.5,12.5
79037.0,22.0,18136.0,44457.0,21.6,111625.0,92.6,85395.0,43.7,159627.0,San Diego,52.1,61307.0,19.8,1.05,8612.0,21.6,17.5,93083.0,72893.0,60.1,17481.0,63750.0,92.9,Solana Beach,35644.0,8332.0,68.7,10.5
42157.0,20.9,16861.0,42659.0,25.3,50349.0,57.5,29833.0,34.9,61910.0,Monterey,34.2,59605.0,0.0,1.13,8768.0,25.3,26.5,65833.0,30071.0,4.3,26846.0,39271.0,54.3,Soledad,10294.0,4642.0,2.0,39.3
53544.0,21.8,28598.0,54250.0,25.2,76815.0,76.6,62875.0,45.0,103630.0,Santa Barbara,33.7,61250.0,38.1,1.08,10213.0,25.2,5.0,63661.0,39213.0,43.3,22581.0,37059.0,93.6,Solvang,30782.0,4759.0,25.4,23.2
61379.0,5.9,38200.0,43910.0,25.5,94018.0,96.2,70724.0,49.2,122497.0,Sonoma,35.5,46467.0,2.9,1.06,5760.0,25.5,31.9,65938.0,50131.0,47.7,31023.0,43212.0,94.9,Sonoma,32184.0,9307.0,29.0,29.7
31837.0,44.7,11429.0,26891.0,23.6,53250.0,80.8,55250.0,39.7,74170.0,Tuolumne,34.7,47639.0,7.9,1.07,8782.0,23.6,39.6,40893.0,37708.0,25.4,22006.0,18902.0,90.2,Sonora,20628.0,1550.0,23.0,17.8
32146.0,17.1,18139.0,38140.0,32.0,42080.0,65.4,25129.0,30.4,57060.0,Los Angeles,42.1,30596.0,4.1,1.1,10423.0,32.0,35.8,87031.0,22135.0,7.2,24764.0,22478.0,42.5,South El Monte,16274.0,4766.0,14.5,18.0
